Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
Container,Container Terminal XXI,4.7,5.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,3.6,4.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,9.8,10.1,Container Ship,CONTAINER SHIPS,263.0,11.9,1997,LEIXOES,Palau,5941 tons,7900 tons,132 m,19 m
1B,Multi Purpose Terminal,0.4,89.4,Tug,SUPPORTING VESSELS,2.0,6.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
5,Oil and Products Terminal,0.4,89.4,Tug,SUPPORTING VESSELS,2.0,6.7,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,0.4,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.0,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,27.1,27.3,Container Ship,CONTAINER SHIPS,1019.0,16.7,2016,LE HAVRE,Malta,112836 tons,134869 tons,330 m,48 m
2,Oil and Products Terminal,0.7,34.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,3.5,3.7,Container Ship,CONTAINER SHIPS,226.0,14.6,2004,LEIXOES,Cyprus,9991 tons,11408 tons,134 m,22 m
3,Oil and Products Terminal,0.5,34.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,34.1,34.6,Oil Products Tanker,WET BULK,674.0,10.7,2009,LAS PALMAS,Malta,27015 tons,47302 tons,183 m,32 m
2,Oil and Products Terminal,1.0,42.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,1.1,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
5,Oil and Products Terminal,28.6,28.9,LPG Tanker,LPG CARRIERS,429.0,12.3,2012,NADOR,Singapore,7891 tons,8584 tons,119 m,20 m
5,Oil and Products Terminal,0.2,63.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,7.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,8.1,8.4,Container Ship,CONTAINER SHIPS,2300.0,13.2,1998,HAIFA,Liberia,40792 tons,52329 tons,260 m,32 m
Container,Container Terminal XXI,0.8,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,6.4,6.5,Oil/Chemical Tanker,WET BULK,4.0,5.3,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,0.3,0.5,Tug,SUPPORTING VESSELS,2.0,5.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,23.6,23.7,Container Ship,CONTAINER SHIPS,1007.0,13.1,2007,CAGLIARI,Denmark,48788 tons,53701 tons,293 m,32 m
3,Oil and Products Terminal,0.5,23.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,2.2,2.4,Tug,SUPPORTING VESSELS,2.0,4.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,19.7,19.9,Container Ship,CONTAINER SHIPS,669.0,11.1,2013,VALENCIA,Panama,96375 tons,110725 tons,300 m,48 m
Container,Container Terminal XXI,0.6,0.8,Tug,SUPPORTING VESSELS,3.0,11.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
10,Petrochemical Terminal,25.0,25.4,LPG Tanker,LPG CARRIERS,1947.0,12.3,2015,NEMRUT,Greece,13794 tons,15034 tons,147 m,24 m
2,Oil and Products Terminal,1.1,4.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,49.1,49.7,Crude Oil Tanker,WET BULK,2372.0,10.6,2012,CEYHAN,Bahamas,81326 tons,158542 tons,274 m,48 m
6,Oil and Products Terminal,11.7,76.4,Oil Products Tanker,WET BULK,60.0,9.9,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Sines LNG,REN Atlantico Terminal LNG,0.4,4.3,Fire Fighting Vessel,SUPPORTING VESSELS,8.0,5.2,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.6,4.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.9,4.3,Fire Fighting Vessel,SUPPORTING VESSELS,8.0,5.2,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,1.0,4.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,25.4,25.9,Crude Oil Tanker,WET BULK,8.0,4.8,2008,SIKKA,Bahamas,55894 tons,105380 tons,229 m,42 m
4,Oil and Products Terminal,0.8,1.6,Tug,SUPPORTING VESSELS,2.0,5.4,1979,SINES ANCH,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,0.8,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.6,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,0.4,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,18.4,18.7,Container Ship,CONTAINER SHIPS,1012.0,17.1,2006,LE HAVRE,Liberia,107849 tons,110633 tons,336 m,45 m
Container,Container Terminal XXI,16.3,16.6,Container Ship,CONTAINER SHIPS,479.0,16.2,2007,AGADIR,Cyprus,9962 tons,11433 tons,134 m,22 m
6,Oil and Products Terminal,22.0,80.3,Oil/Chemical Tanker,WET BULK,4.0,8.3,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
6,Oil and Products Terminal,0.4,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Sines LNG,REN Atlantico Terminal LNG,0.7,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Sines LNG,REN Atlantico Terminal LNG,1.1,17.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.3,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,1.1,19.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,23.4,24.1,LNG Tanker,LNG CARRIERS,3609.0,13.8,2003,BONNY,Bermuda,114354 tons,79822 tons,288 m,48 m
Container,Container Terminal XXI,15.6,16.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,15.6,16.0,Container Ship,CONTAINER SHIPS,1772.0,17.7,2004,PIRAEUS,Panama,54519 tons,65038 tons,294 m,32 m
Container,Container Terminal XXI,4.6,4.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,43.0,43.2,Container Ship,CONTAINER SHIPS,7358.0,14.0,2019,TANJUNG PELEPAS,Panama,228741 tons,224983 tons,399 m,61 m
2,Oil and Products Terminal,0.8,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
6,Oil and Products Terminal,0.3,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
1A,Multi Purpose Terminal,107.2,107.8,General Cargo,DRY BREAKBULK,754.0,8.8,2007,TARRAGONA,Turkey,2963 tons,4500 tons,93 m,16 m
7,Oil and Products Terminal,0.4,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,0.8,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
2,Oil and Products Terminal,1.1,65.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
1A,Multi Purpose Terminal,0.2,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
1A,Multi Purpose Terminal,63.9,76.4,Oil Products Tanker,WET BULK,60.0,9.9,2007,LISBOA,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,35.5,36.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,5.5,5.7,Container Ship,CONTAINER SHIPS,241.0,11.1,1997,LEIXOES,Palau,5941 tons,7900 tons,132 m,19 m
5,Oil and Products Terminal,40.6,41.0,Oil/Chemical Tanker,WET BULK,283.0,11.1,2007,LEIXOES,Italy,13472 tons,19991 tons,149 m,23 m
7,Oil and Products Terminal,20.4,20.8,LPG Tanker,LPG CARRIERS,248.0,11.9,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
1A,Multi Purpose Terminal,57.4,80.3,Oil/Chemical Tanker,WET BULK,4.0,8.3,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
6,Oil and Products Terminal,0.3,80.9,Tug,SUPPORTING VESSELS,1.0,4.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
6,Oil and Products Terminal,48.5,48.9,LPG Tanker,LPG CARRIERS,1612.0,10.1,2014,KAARSTO,Singapore,4292 tons,5011 tons,99 m,17 m
Sines LNG,REN Atlantico Terminal LNG,0.6,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,8.2,8.6,Oil/Chemical Tanker,WET BULK,127.0,9.4,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
1B,Multi Purpose Terminal,1.1,65.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
1B,Multi Purpose Terminal,1.1,3.5,Tug,SUPPORTING VESSELS,2.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
2,Oil and Products Terminal,1.2,65.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,1.6,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,0.6,3.5,Tug,SUPPORTING VESSELS,2.0,5.3,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,11.1,11.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,13.6,13.8,Container Ship,CONTAINER SHIPS,669.0,14.0,2008,VALENCIA,Panama,50963 tons,63377 tons,274 m,32 m
4,Oil and Products Terminal,0.8,24.0,Tug,SUPPORTING VESSELS,4.0,5.4,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,37.2,37.5,Oil/Chemical Tanker,WET BULK,72.0,5.7,2008,BARREIRO,Sweden,13798 tons,19999 tons,155 m,23 m
Container,Container Terminal XXI,4.0,23.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,0.5,24.0,Tug,SUPPORTING VESSELS,4.0,5.4,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Oil and Products Terminal,0.3,24.0,Tug,SUPPORTING VESSELS,4.0,5.4,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,9.4,23.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,21.6,21.8,Container Ship,CONTAINER SHIPS,668.0,17.5,2015,VALENCIA,Panama,95497 tons,109832 tons,299 m,48 m
Sines LNG,REN Atlantico Terminal LNG,1.8,24.0,Tug,SUPPORTING VESSELS,4.0,5.4,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Sines LNG,REN Atlantico Terminal LNG,0.6,23.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,26.8,27.6,LNG Tanker,LNG CARRIERS,4609.0,14.7,2004,INGLESIDE,Spain,90835 tons,77228 tons,284 m,42 m
Container,Container Terminal XXI,0.5,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1B,Multi Purpose Terminal,24.7,25.0,General Cargo,DRY BREAKBULK,255.0,9.9,2011,VIANA DO CASTELO,Netherlands,2978 tons,3931 tons,89 m,14 m
5,Oil and Products Terminal,0.3,12.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.5,12.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.3,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,24.5,24.9,Oil/Chemical Tanker,WET BULK,283.0,10.4,2015,ALGECIRAS,Malta,29812 tons,49999 tons,183 m,32 m
Container,Container Terminal XXI,8.2,8.6,Oil/Chemical Tanker,WET BULK,5.0,6.4,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
5,Oil and Products Terminal,0.8,3.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.9,24.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
7,Oil and Products Terminal,9.5,9.9,Oil Products Tanker,WET BULK,3.0,5.6,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
7,Oil and Products Terminal,0.2,7.0,Tug,SUPPORTING VESSELS,3.0,8.0,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,14.1,14.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,26.1,26.4,Container Ship,CONTAINER SHIPS,1247.0,13.8,2008,NAPOLI,Panama,41225 tons,53335 tons,264 m,32 m
4,Oil and Products Terminal,0.2,3.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,39.4,39.8,Oil/Chemical Tanker,WET BULK,247.0,9.9,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
4,Oil and Products Terminal,0.8,7.0,Tug,SUPPORTING VESSELS,3.0,8.0,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
4,Oil and Products Terminal,0.2,7.0,Tug,SUPPORTING VESSELS,3.0,8.0,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
7,Oil and Products Terminal,0.3,7.0,Tug,SUPPORTING VESSELS,3.0,8.0,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
3,Multi Purpose Terminal,28.3,28.8,General Cargo,DRY BREAKBULK,1153.0,12.4,2007,ANTWERP,Antigua & Barbuda,9611 tons,12705 tons,138 m,21 m
Container,Container Terminal XXI,10.5,10.8,Container Ship,CONTAINER SHIPS,1182.0,17.0,2004,ANTWERP,Panama,54774 tons,66786 tons,294 m,32 m
Container,Container Terminal XXI,5.1,5.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,1.4,1.8,Tug,SUPPORTING VESSELS,3.0,5.5,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Container,Container Terminal XXI,1.6,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,18.7,18.9,Container Ship,CONTAINER SHIPS,490.0,9.6,2013,ALGECIRAS,Panama,96375 tons,110652 tons,300 m,48 m
Container,Container Terminal XXI,0.3,0.4,Tug,SUPPORTING VESSELS,3.0,8.0,1979,SINES,Portugal,249 tons,189 tons,28 m,9 m
Sines LNG,REN Atlantico Terminal LNG,0.5,24.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.8,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.7,24.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
6,Oil and Products Terminal,19.3,19.7,LPG Tanker,LPG CARRIERS,252.0,12.7,2014,LEIXOES,Malta,4292 tons,4996 tons,99 m,17 m
4,Oil and Products Terminal,1.0,24.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,8.7,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,17.1,17.4,Container Ship,CONTAINER SHIPS,307.0,13.8,2009,VIGO,Liberia,21018 tons,25775 tons,179 m,27 m
7,Oil and Products Terminal,18.6,19.1,Oil/Chemical Tanker,WET BULK,1020.0,9.6,2010,SINES,Liberia,5581 tons,7304 tons,101 m,19 m
6,Oil and Products Terminal,0.5,24.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,40.9,41.4,Oil/Chemical Tanker,WET BULK,1208.0,12.9,2012,IJMUIDEN,Saudi Arabia,29168 tons,45499 tons,182 m,32 m
Container,Container Terminal XXI,14.6,14.9,Oil Products Tanker,WET BULK,4.0,5.8,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,6.4,6.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,16.0,16.2,Container Ship,CONTAINER SHIPS,698.0,11.3,2005,VALENCIA,Panama,54809 tons,67310 tons,294 m,31 m
5,Oil and Products Terminal,0.9,24.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.8,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.9,3.0,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,7.0,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
5,Oil and Products Terminal,27.3,27.7,Crude Oil Tanker,WET BULK,6.0,4.8,2008,SIKKA,Bahamas,55894 tons,105380 tons,229 m,42 m
2,Oil and Products Terminal,0.3,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.9,1.5,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,6.8,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,1.0,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,22.0,22.4,Container Ship,CONTAINER SHIPS,1178.0,13.6,2015,ANTWERP,Malta,94684 tons,111650 tons,299 m,48 m
1B,Multi Purpose Terminal,48.9,49.4,General Cargo,DRY BREAKBULK,2242.0,9.8,1992,HAIFA,Sierra Leone,2575 tons,3092 tons,86 m,14 m
Container,Container Terminal XXI,5.6,5.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.9,4.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.0,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.9,4.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.5,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Sines LNG,REN Atlantico Terminal LNG,24.5,25.2,LNG Tanker,LNG CARRIERS,3411.0,17.4,2005,BONNY,Bermuda,97561 tons,83068 tons,285 m,43 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,11.0,11.3,Container Ship,CONTAINER SHIPS,1923.0,17.8,2005,NEMRUT,China,54271 tons,67529 tons,294 m,32 m
4,Oil and Products Terminal,1.1,10.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,1.1,10.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.7,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
Container,Container Terminal XXI,10.6,11.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,17.8,18.3,Container Ship,CONTAINER SHIPS,671.0,14.3,2006,VALENCIA,South Korea,41896 tons,53627 tons,264 m,32 m
7,Oil and Products Terminal,15.2,15.7,Oil Products Tanker,WET BULK,4.0,6.3,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,3.0,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
6,Oil and Products Terminal,22.1,22.5,LPG Tanker,LPG CARRIERS,246.0,11.9,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
Container,Container Terminal XXI,6.3,6.6,Oil Products Tanker,WET BULK,43.0,9.2,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,3.1,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,18.8,19.0,Container Ship,CONTAINER SHIPS,2285.0,16.3,2004,HAIFA,Cyprus,90645 tons,107749 tons,334 m,42 m
2,Oil and Products Terminal,0.9,14.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.3,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.8,14.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.6,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,0.2,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.3,2009,SINES,Portugal,455 tons,304 tons,30 m,11 m
3,Oil and Products Terminal,38.8,39.3,Oil/Chemical Tanker,WET BULK,806.0,10.6,2007,PONTA DELGADA,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,15.3,15.6,Container Ship,CONTAINER SHIPS,479.0,14.7,2004,AGADIR,Cyprus,9991 tons,11408 tons,134 m,22 m
Container,Container Terminal XXI,15.6,15.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,15.6,15.9,Container Ship,CONTAINER SHIPS,672.0,14.7,1990,VALENCIA,Panama,52181 tons,67183 tons,294 m,32 m
5,Oil and Products Terminal,26.9,27.3,Oil/Chemical Tanker,WET BULK,223.0,7.3,2008,LEIXOES,Sweden,13798 tons,19999 tons,155 m,23 m
Container,Container Terminal XXI,3.4,3.7,Container Ship,CONTAINER SHIPS,45.0,11.7,1997,SETUBAL,Palau,5941 tons,7900 tons,132 m,19 m
Container,Container Terminal XXI,25.9,26.0,Container Ship,CONTAINER SHIPS,702.0,14.4,2014,VALENCIA,Malta,95166 tons,112230 tons,299 m,48 m
Container,Container Terminal XXI,5.3,5.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,10.6,10.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,10.8,10.9,Container Ship,CONTAINER SHIPS,1763.0,16.4,2008,PIRAEUS,Panama,41225 tons,53436 tons,265 m,32 m
Container,Container Terminal XXI,21.8,22.1,General Cargo,DRY BREAKBULK,308.0,9.4,2003,CASABLANCA,Cyprus,12993 tons,17531 tons,143 m,22 m
Container,Container Terminal XXI,4.2,4.5,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,7.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
5,Oil and Products Terminal,24.7,25.0,Oil/Chemical Tanker,WET BULK,216.0,10.3,2008,AVEIRO,Italy,17644 tons,25997 tons,169 m,25 m
5,Oil and Products Terminal,0.4,51.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.3,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,21.1,21.4,Container Ship,CONTAINER SHIPS,317.0,11.7,2007,ALGECIRAS,Singapore,79702 tons,85250 tons,306 m,40 m
4,Oil and Products Terminal,0.4,56.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,2009,SINES ANCH,Portugal,455 tons,304 tons,30 m,11 m
4,Oil and Products Terminal,53.6,54.0,Chemical Tanker,WET BULK,1317.0,11.7,2010,NAPOLI,Italy,25864 tons,40401 tons,179 m,32 m
Container,Container Terminal XXI,7.8,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,27.5,27.8,Container Ship,CONTAINER SHIPS,678.0,10.9,2015,VALENCIA,Portugal,96331 tons,109778 tons,300 m,48 m
7,Oil and Products Terminal,11.1,11.4,Oil Products Tanker,WET BULK,40.0,10.1,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
4,Oil and Products Terminal,0.5,51.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.3,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
