Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Imo,Voyage Origin Port
Container,Container Terminal XXI,21.9,22.2,Container Ship,CONTAINER SHIPS,997.0,11.6,9372494,LE HAVRE
Container,Container Terminal XXI,0.8,0.9,Tug,SUPPORTING VESSELS,3.0,11.5,9998200,SINES
Container,Container Terminal XXI,0.8,0.9,Tug,SUPPORTING VESSELS,3.0,11.2,9803821,SINES
6,Oil and Products Terminal,21.6,22.0,Oil/Chemical Tanker,WET BULK,123.0,9.4,9555084,LEIXOES
3,Oil and Products Terminal,0.4,12.5,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES
3,Oil and Products Terminal,69.6,70.1,Oil/Chemical Tanker,WET BULK,291.0,11.9,9935569,TANGER MED
5,Oil and Products Terminal,0.2,12.5,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,3.0,7.8,9803821,SINES
Container,Container Terminal XXI,27.9,28.2,Container Ship,CONTAINER SHIPS,1192.0,12.9,9770751,ANTWERP
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,3.0,8.1,9998200,SINES
1A,Multi Purpose Terminal,37.5,38.0,Oil Products Tanker,WET BULK,4.0,7.3,9428671,SETUBAL
5,Oil and Products Terminal,22.3,22.6,Oil/Chemical Tanker,WET BULK,226.0,11.4,9308558,LEIXOES
5,Oil and Products Terminal,0.3,9.2,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,5.1,9319179,SINES ANCH
Container,Container Terminal XXI,11.9,12.3,Tug,SUPPORTING VESSELS,4.0,6.0,9998200,SINES
Container,Container Terminal XXI,24.1,24.5,Container Ship,CONTAINER SHIPS,1947.0,12.1,9282261,NEMRUT
Container,Container Terminal XXI,12.1,12.3,Tug,SUPPORTING VESSELS,2.0,6.0,9803821,SINES
Container,Container Terminal XXI,1.2,1.4,Tug,SUPPORTING VESSELS,6.0,7.3,9803821,SINES
Container,Container Terminal XXI,0.8,0.9,Tug,SUPPORTING VESSELS,4.0,6.4,9998200,SINES
Container,Container Terminal XXI,46.4,46.6,Container Ship,CONTAINER SHIPS,1476.0,9.3,9619426,SALERNO
7,Oil and Products Terminal,27.0,27.4,LPG Tanker,LPG CARRIERS,701.0,9.8,9346938,PUERTO DE SALINETAS
3,Multi Purpose Terminal,5.6,12.6,Oil Products Tanker,WET BULK,4.0,7.4,9428671,SINES
Container,Container Terminal XXI,4.4,4.6,Tug,SUPPORTING VESSELS,3.0,7.1,9998200,SINES
Container,Container Terminal XXI,4.2,4.4,Tug,SUPPORTING VESSELS,3.0,6.9,9803821,SINES
Container,Container Terminal XXI,18.7,18.9,Container Ship,CONTAINER SHIPS,1138.0,8.9,9706190,LE HAVRE
Container,Container Terminal XXI,0.8,1.0,Tug,SUPPORTING VESSELS,3.0,11.3,9803821,SINES
Container,Container Terminal XXI,0.9,8.0,Tug,SUPPORTING VESSELS,3.0,10.6,9998200,SINES
3,Multi Purpose Terminal,54.5,55.0,General Cargo,DRY BREAKBULK,1342.0,11.7,9437309,EMDEN
3,Multi Purpose Terminal,0.2,0.6,Tug,SUPPORTING VESSELS,1.0,8.1,9803821,SAN FERNANDO
7,Oil and Products Terminal,6.3,12.6,Oil Products Tanker,WET BULK,4.0,7.4,9428671,SINES
2,Oil and Products Terminal,0.5,45.2,Tug,SUPPORTING VESSELS,4.0,5.4,9071246,SINES
2,Oil and Products Terminal,0.9,1.6,Tug,SUPPORTING VESSELS,5.0,5.7,9998200,SINES
2,Oil and Products Terminal,1.4,26.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,9319179,SINES
2,Oil and Products Terminal,48.8,49.4,Crude Oil Tanker,WET BULK,296.0,10.4,9534028,GEBIG
2,Oil and Products Terminal,1.2,7.6,Tug,SUPPORTING VESSELS,5.0,6.4,9803821,SAN FERNANDO
10,Petrochemical Terminal,41.9,42.3,LPG Tanker,LPG CARRIERS,374.0,5.6,9711535,TARRAGONA
1B,Multi Purpose Terminal,0.6,3.9,Tug,SUPPORTING VESSELS,3.0,5.0,9071246,SINES
1A,Multi Purpose Terminal,0.4,4.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.0,9319179,SINES ANCH
1B,Multi Purpose Terminal,95.7,96.4,Bulk Carrier,DRY BULK,960.0,11.3,9518165,FOS SUR MER
Container,Container Terminal XXI,16.4,16.7,Oil Products Tanker,WET BULK,4.0,5.6,9428671,SETUBAL
5,Oil and Products Terminal,0.5,8.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,9319179,SINES ANCH
5,Oil and Products Terminal,26.1,26.4,Oil/Chemical Tanker,WET BULK,12658.0,12.1,9755725,YANGPU
Container,Container Terminal XXI,12.7,13.1,Tug,SUPPORTING VESSELS,4.0,5.2,9998200,SINES
Container,Container Terminal XXI,12.9,13.1,Tug,SUPPORTING VESSELS,4.0,5.4,9803821,SINES
Container,Container Terminal XXI,28.5,28.6,Container Ship,CONTAINER SHIPS,1340.0,8.8,9932919,VALENCIA
5,Oil and Products Terminal,0.4,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9319179,SINES
2,Oil and Products Terminal,0.4,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9319179,SINES
7,Oil and Products Terminal,10.0,10.6,LPG Tanker,LPG CARRIERS,276.0,6.1,9697492,LISBOA
Container,Container Terminal XXI,2.5,2.8,Tug,SUPPORTING VESSELS,4.0,5.4,9803821,SINES
Container,Container Terminal XXI,2.6,2.9,Tug,SUPPORTING VESSELS,2.0,5.3,9998200,SINES
Container,Container Terminal XXI,34.2,34.6,Container Ship,CONTAINER SHIPS,923.0,10.2,8715857,VALENCIA
Sines LNG,REN Atlantico Terminal LNG,0.7,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,0.7,17.8,Tug,SUPPORTING VESSELS,3.0,5.2,9071246,SINES
3,Multi Purpose Terminal,26.4,27.0,General Cargo,DRY BREAKBULK,2242.0,12.5,9785392,ROSTOCK
Container,Container Terminal XXI,0.5,1.2,Tug,SUPPORTING VESSELS,5.0,5.9,9803821,SINES
Container,Container Terminal XXI,28.9,29.2,Container Ship,CONTAINER SHIPS,773.0,8.8,9695028,VALENCIA
Container,Container Terminal XXI,1.3,1.6,Tug,SUPPORTING VESSELS,4.0,5.5,9998200,SINES
6,Oil and Products Terminal,57.2,57.6,LPG Tanker,LPG CARRIERS,1661.0,11.3,9851622,KAARSTO
1B,Multi Purpose Terminal,3.5,17.8,Tug,SUPPORTING VESSELS,3.0,5.2,9071246,SINES
4,Oil and Products Terminal,0.7,17.8,Tug,SUPPORTING VESSELS,3.0,5.2,9071246,SINES
4,Oil and Products Terminal,68.2,68.5,Crude Oil Tanker,WET BULK,1251.0,12.4,9573696,ROTTERDAM
Container,Container Terminal XXI,6.7,7.1,Tug,SUPPORTING VESSELS,2.0,6.2,9803821,SINES
Container,Container Terminal XXI,6.8,7.0,Tug,SUPPORTING VESSELS,3.0,4.7,9998200,SINES
Container,Container Terminal XXI,12.5,12.7,Container Ship,CONTAINER SHIPS,323.0,10.2,9306172,ALGECIRAS
Container,Container Terminal XXI,3.7,4.2,Tug,SUPPORTING VESSELS,3.0,4.9,9998200,SINES
Container,Container Terminal XXI,4.2,4.5,Tug,SUPPORTING VESSELS,3.0,5.3,9803821,SINES
Container,Container Terminal XXI,14.0,14.2,Container Ship,CONTAINER SHIPS,1006.0,7.6,9349825,VALENCIA
1B,Multi Purpose Terminal,15.3,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9319179,SINES
7,Oil and Products Terminal,23.4,23.9,Oil/Chemical Tanker,WET BULK,1115.0,8.2,9555084,LEIXOES
10,Petrochemical Terminal,38.5,38.8,LPG Tanker,LPG CARRIERS,4971.0,11.8,9371684,HOUSTON
6,Oil and Products Terminal,20.9,21.5,LPG Tanker,LPG CARRIERS,323.0,8.8,9355290,LEIXOES
Sines LNG,REN Atlantico Terminal LNG,8.5,21.3,Tug,SUPPORTING VESSELS,3.0,6.3,9071246,SINES
Sines LNG,REN Atlantico Terminal LNG,1.3,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,26.9,27.6,LNG Tanker,LNG CARRIERS,5177.0,15.2,9477593,INGLESIDE
2,Oil and Products Terminal,1.2,1.9,Tug,SUPPORTING VESSELS,2.0,6.0,9071246,SINES
2,Oil and Products Terminal,31.9,32.2,Crude Oil Tanker,WET BULK,605.0,8.8,9592305,ARZEW
2,Oil and Products Terminal,1.3,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,5.7,9319179,SINES
Container,Container Terminal XXI,8.7,9.2,Oil Products Tanker,WET BULK,3.0,6.7,9428671,SINES
5,Oil and Products Terminal,0.8,1.3,Tug,SUPPORTING VESSELS,2.0,5.5,9071246,SINES
5,Oil and Products Terminal,1.0,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.9,9319179,SINES ANCH
5,Oil and Products Terminal,34.1,34.6,Crude Oil Tanker,WET BULK,140.0,5.6,9308857,RABIGH
Container,Container Terminal XXI,15.3,15.7,Tug,SUPPORTING VESSELS,3.0,6.4,9998200,SINES
Container,Container Terminal XXI,20.2,20.5,Container Ship,CONTAINER SHIPS,1416.0,10.9,9243394,LE HAVRE
Container,Container Terminal XXI,15.3,15.7,Tug,SUPPORTING VESSELS,2.0,5.9,9803821,SINES
4,Oil and Products Terminal,26.0,26.4,Oil/Chemical Tanker,WET BULK,552.0,7.4,9373230,LEIXOES
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,3.0,7.0,9803821,SINES
Container,Container Terminal XXI,0.6,0.9,Tug,SUPPORTING VESSELS,2.0,5.6,9998200,SINES
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.7,9319179,SINES
Container,Container Terminal XXI,29.1,29.4,Container Ship,CONTAINER SHIPS,1564.0,11.6,9293442,GIOIA TAURO
3,Oil and Products Terminal,43.0,43.4,Oil/Chemical Tanker,WET BULK,919.0,9.2,9395989,BAYONNE
Container,Container Terminal XXI,0.7,1.1,Tug,SUPPORTING VESSELS,4.0,4.6,9998200,SINES
Container,Container Terminal XXI,17.7,18.1,Container Ship,CONTAINER SHIPS,1785.0,13.8,9297876,ANTWERP
Container,Container Terminal XXI,0.8,1.1,Tug,SUPPORTING VESSELS,3.0,5.6,9803821,SINES
Container,Container Terminal XXI,6.6,6.8,Container Ship,CONTAINER SHIPS,477.0,10.4,9354363,AGADIR
Container,Container Terminal XXI,99.8,100.0,Tug,SUPPORTING VESSELS,6.0,7.0,9803821,SINES
Container,Container Terminal XXI,99.7,99.9,Tug,SUPPORTING VESSELS,2.0,6.4,9998200,SINES
1B,Multi Purpose Terminal,87.5,103.3,Tug,SUPPORTING VESSELS,3.0,10.7,9071246,SINES
1B,Multi Purpose Terminal,87.4,101.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.8,9319179,SINES
Container,Container Terminal XXI,0.5,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.3,9319179,SINES
Container,Container Terminal XXI,1.6,2.0,Tug,SUPPORTING VESSELS,4.0,7.5,9071246,SINES
3,Multi Purpose Terminal,125.4,125.9,General Cargo,DRY BREAKBULK,257.0,11.1,9757101,SEVILLA
Container,Container Terminal XXI,4.3,6.2,Tug,SUPPORTING VESSELS,3.0,10.3,9998200,SINES
Container,Container Terminal XXI,13.5,13.9,Container Ship,CONTAINER SHIPS,54.0,12.7,9315018,SETUBAL
5,Oil and Products Terminal,0.4,12.3,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,6.9,9319179,SINES
5,Oil and Products Terminal,18.7,19.0,Oil/Chemical Tanker,WET BULK,269.0,10.7,9373137,LEIXOES
6,Oil and Products Terminal,20.2,20.7,LPG Tanker,LPG CARRIERS,269.0,11.9,9697507,LEIXOES
1A,Multi Purpose Terminal,118.8,130.5,Oil Products Tanker,WET BULK,4.0,7.7,9428671,SINES
Container,Container Terminal XXI,0.3,0.8,Tug,SUPPORTING VESSELS,3.0,10.8,9803821,SINES
Container,Container Terminal XXI,0.3,0.7,Tug,SUPPORTING VESSELS,5.0,6.5,9998200,SINES
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,4.0,6.9,9803821,SINES
Container,Container Terminal XXI,14.5,14.7,Container Ship,CONTAINER SHIPS,692.0,13.1,9287900,VALENCIA
Container,Container Terminal XXI,0.7,0.9,Tug,SUPPORTING VESSELS,3.0,11.4,9803821,SINES
2,Oil and Products Terminal,0.6,14.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,9319179,SINES
10,Petrochemical Terminal,20.7,21.1,LPG Tanker,LPG CARRIERS,6.0,5.6,9711535,TARRAGONA
7,Oil and Products Terminal,25.5,26.0,LPG Tanker,LPG CARRIERS,614.0,6.5,9707194,LEIXOES
6,Oil and Products Terminal,10.8,130.5,Oil Products Tanker,WET BULK,4.0,7.7,9428671,SINES
Container,Container Terminal XXI,0.6,0.9,Tug,SUPPORTING VESSELS,8.0,6.6,9071246,SINES
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.6,9319179,SINES
Container,Container Terminal XXI,28.3,28.6,Container Ship,CONTAINER SHIPS,986.0,16.6,9723253,LE HAVRE
Container,Container Terminal XXI,1.2,1.4,Tug,SUPPORTING VESSELS,3.0,9.4,9998200,SINES
2,Multi Purpose Terminal,0.3,116.0,Tug,SUPPORTING VESSELS,3.0,13.2,9008653,SINES
Container,Container Terminal XXI,11.3,11.5,Oil Products Tanker,WET BULK,5.0,5.0,9428671,SINES
Container,Container Terminal XXI,0.4,1.0,Tug,SUPPORTING VESSELS,4.0,6.6,9998200,SINES
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.1,9525443,SINES
Container,Container Terminal XXI,20.0,20.4,Container Ship,CONTAINER SHIPS,9811.0,14.0,9842073,MUNDRA
Container,Container Terminal XXI,4.0,4.4,Tug,SUPPORTING VESSELS,4.0,6.1,9998200,SINES
Container,Container Terminal XXI,28.7,29.1,Container Ship,CONTAINER SHIPS,1919.0,15.9,9295177,NEMRUT
Container,Container Terminal XXI,4.0,4.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.4,9525443,SINES
1A,Multi Purpose Terminal,1.0,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,9319179,SINES
Container,Container Terminal XXI,5.7,5.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.2,9525443,SINES
Container,Container Terminal XXI,0.5,0.6,Tug,SUPPORTING VESSELS,3.0,11.6,9998200,SINES
3,Multi Purpose Terminal,1.1,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,0.5,33.0,Tug,SUPPORTING VESSELS,4.0,5.7,9071246,SINES
Sines LNG,REN Atlantico Terminal LNG,0.8,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,9319179,SINES
1B,Multi Purpose Terminal,0.5,33.0,Tug,SUPPORTING VESSELS,4.0,5.7,9071246,SINES
1B,Multi Purpose Terminal,0.9,43.4,Tug,SUPPORTING VESSELS,5.0,6.6,9803821,SINES
2,Multi Purpose Terminal,1.2,29.7,Tug,SUPPORTING VESSELS,265.0,6.2,9998200,ALGECIRAS
1A,Multi Purpose Terminal,17.4,17.9,Oil Products Tanker,WET BULK,3.0,7.0,9428671,SINES
10,Petrochemical Terminal,10.7,11.2,LPG Tanker,LPG CARRIERS,772.0,12.3,9711535,TARRAGONA
7,Oil and Products Terminal,30.9,31.3,LPG Tanker,LPG CARRIERS,1568.0,10.9,9658367,KAARSTO
2,Oil and Products Terminal,1.7,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,9319179,SINES
2,Oil and Products Terminal,0.7,33.0,Tug,SUPPORTING VESSELS,4.0,5.7,9071246,SINES
2,Oil and Products Terminal,0.6,43.4,Tug,SUPPORTING VESSELS,5.0,6.6,9803821,SINES
2,Oil and Products Terminal,42.4,43.2,Oil Products Tanker,WET BULK,11.0,4.7,9500728,PORTO DO ACU
3,Oil and Products Terminal,0.7,12.7,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.3,9525443,SINES
Container,Container Terminal XXI,7.0,7.5,Oil Products Tanker,WET BULK,3.0,4.7,9428671,SETUBAL
Container,Container Terminal XXI,15.4,15.8,Container Ship,CONTAINER SHIPS,1791.0,13.3,9403396,PIRAEUS
Container,Container Terminal XXI,1.1,1.5,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.0,9525443,SINES
Container,Container Terminal XXI,0.1,15.8,Container Ship,CONTAINER SHIPS,1791.0,13.3,9403396,PIRAEUS
Container,Container Terminal XXI,1.2,1.5,Tug,SUPPORTING VESSELS,1.0,6.0,9803821,SINES
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.6,9525443,SINES
Container,Container Terminal XXI,0.8,0.9,Tug,SUPPORTING VESSELS,2.0,6.1,9803821,SINES
Container,Container Terminal XXI,26.7,26.8,Container Ship,CONTAINER SHIPS,669.0,12.8,9785483,VALENCIA
Container,Container Terminal XXI,0.9,1.1,Tug,SUPPORTING VESSELS,3.0,9.0,9803821,SINES
4,Oil and Products Terminal,26.6,26.9,Oil/Chemical Tanker,WET BULK,538.0,9.5,9308558,CANICAL
Sines LNG,REN Atlantico Terminal LNG,29.9,30.6,LNG Tanker,LNG CARRIERS,4285.0,12.7,9690145,BONNY
Sines LNG,REN Atlantico Terminal LNG,0.9,17.8,Tug,SUPPORTING VESSELS,3.0,5.1,9071246,LISBOA
Sines LNG,REN Atlantico Terminal LNG,1.0,17.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.4,9319179,SINES
5,Oil and Products Terminal,0.7,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.0,9319179,SINES ANCH
5,Oil and Products Terminal,35.1,35.5,Oil/Chemical Tanker,WET BULK,2246.0,12.7,9853228,COME BY CHANCE
1A,Multi Purpose Terminal,17.7,62.3,Oil Products Tanker,WET BULK,4.0,6.1,9428671,SETUBAL
Container,Container Terminal XXI,1.1,1.3,Tug,SUPPORTING VESSELS,3.0,5.8,9803821,SINES
Container,Container Terminal XXI,1.2,1.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9525443,SINES
Container,Container Terminal XXI,54.8,55.0,Container Ship,CONTAINER SHIPS,1452.0,16.3,9695016,SALERNO
Container,Container Terminal XXI,1.3,1.5,Tug,SUPPORTING VESSELS,3.0,9.4,9803821,SINES
2,Oil and Products Terminal,0.5,36.7,Tug,SUPPORTING VESSELS,3.0,6.3,9071246,SINES
2,Oil and Products Terminal,1.1,42.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9319179,SINES ANCH
Container,Container Terminal XXI,8.0,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.6,9525443,SINES
7,Oil and Products Terminal,17.0,17.5,LPG Tanker,LPG CARRIERS,248.0,10.4,9355290,LEIXOES
4,Oil and Products Terminal,27.5,28.1,Oil/Chemical Tanker,WET BULK,816.0,9.5,9373230,PONTA DELGADA
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,3.0,7.0,9803821,SINES
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,6.7,9525443,SINES
Container,Container Terminal XXI,19.8,20.0,Container Ship,CONTAINER SHIPS,397.0,9.8,9618276,ALGECIRAS
Container,Container Terminal XXI,0.9,1.2,Tug,SUPPORTING VESSELS,3.0,10.8,9803821,SINES
6,Oil and Products Terminal,22.5,62.3,Oil Products Tanker,WET BULK,4.0,6.1,9428671,SETUBAL
4,Oil and Products Terminal,0.3,36.7,Tug,SUPPORTING VESSELS,3.0,6.3,9071246,SINES
4,Oil and Products Terminal,18.5,18.9,Oil/Chemical Tanker,WET BULK,335.0,10.1,9373137,LEIXOES
4,Oil and Products Terminal,0.5,2.3,Tug,SUPPORTING VESSELS,3.0,5.3,9071246,LISBOA
3,Oil and Products Terminal,0.7,2.3,Tug,SUPPORTING VESSELS,3.0,5.3,9071246,LISBOA
3,Oil and Products Terminal,32.2,32.6,Oil Products Tanker,WET BULK,6.0,5.4,9352298,ANTWERP
3,Oil and Products Terminal,0.2,19.0,Tug,SUPPORTING VESSELS,3.0,5.8,9803821,SAN FERNANDO
2,Oil and Products Terminal,1.1,19.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,9525443,SINES
2,Oil and Products Terminal,39.2,40.0,Oil Products Tanker,WET BULK,4116.0,11.4,9500728,PORTO DO ACU
2,Oil and Products Terminal,2.5,3.2,Tug,SUPPORTING VESSELS,3.0,5.5,9071246,SINES
2,Oil and Products Terminal,2.1,42.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9319179,SINES ANCH
Container,Container Terminal XXI,0.2,0.5,Tug,SUPPORTING VESSELS,4.0,8.5,9008653,SINES
Container,Container Terminal XXI,0.2,0.5,Tug,SUPPORTING VESSELS,2.0,6.0,9803821,SINES
Container,Container Terminal XXI,35.3,35.6,Container Ship,CONTAINER SHIPS,336.0,13.9,9039250,VIGO
1B,Multi Purpose Terminal,20.9,62.3,Oil Products Tanker,WET BULK,4.0,6.1,9428671,SETUBAL
Sines LNG,REN Atlantico Terminal LNG,0.5,23.5,Tug,SUPPORTING VESSELS,4.0,6.0,9071246,SINES
Sines LNG,REN Atlantico Terminal LNG,0.4,17.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,9319179,SINES
Container,Container Terminal XXI,1.3,1.6,Tug,SUPPORTING VESSELS,5.0,8.5,9803821,SINES
Container,Container Terminal XXI,24.1,24.3,Container Ship,CONTAINER SHIPS,1277.0,12.5,9278155,NAPOLI
Container,Container Terminal XXI,1.3,1.6,Tug,SUPPORTING VESSELS,2.0,5.8,9008653,SINES
Container,Container Terminal XXI,0.3,0.4,Tug,SUPPORTING VESSELS,3.0,11.1,9008653,SINES
Container,Container Terminal XXI,0.4,0.6,Tug,SUPPORTING VESSELS,3.0,9.9,9803821,SINES
5,Oil and Products Terminal,31.1,31.5,LPG/Chemical Tanker,LPG CARRIERS,1163.0,10.7,9377054,ROTTERDAM BOTLEK
2,Oil and Products Terminal,0.9,17.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,9319179,SINES
6,Oil and Products Terminal,25.6,26.1,Oil/Chemical Tanker,WET BULK,130.0,6.7,9555084,LEIXOES
Container,Container Terminal XXI,5.0,5.3,Oil Products Tanker,WET BULK,42.0,9.9,9428671,SETUBAL
Container,Container Terminal XXI,0.5,1.0,Tug,SUPPORTING VESSELS,6.0,6.8,9803821,SINES
Container,Container Terminal XXI,0.8,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.4,9319179,SINES ANCH
Container,Container Terminal XXI,77.4,77.7,Container Ship,CONTAINER SHIPS,10825.0,17.4,9936628,TANJUNG PELEPAS
Container,Container Terminal XXI,0.6,0.8,Tug,SUPPORTING VESSELS,4.0,6.1,9803821,SINES
Container,Container Terminal XXI,20.8,21.1,Container Ship,CONTAINER SHIPS,671.0,11.9,9169122,VALENCIA
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,6.5,9525443,SINES ANCH
4,Oil and Products Terminal,0.7,3.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9319179,SINES ANCH
4,Oil and Products Terminal,29.9,30.3,Crude Oil Tanker,WET BULK,2882.0,10.2,9308857,RABIGH
4,Oil and Products Terminal,0.7,23.5,Tug,SUPPORTING VESSELS,4.0,6.0,9071246,SINES
1B,Multi Purpose Terminal,31.0,31.4,Container Ship,CONTAINER SHIPS,4.0,9.0,9237371,SINES
Sines LNG,REN Atlantico Terminal LNG,0.9,3.3,Tug,SUPPORTING VESSELS,5.0,6.4,9071246,SINES
Sines LNG,REN Atlantico Terminal LNG,24.4,25.1,LNG Tanker,LNG CARRIERS,4739.0,13.9,9267015,BONNY
Container,Container Terminal XXI,2.5,2.9,Tug,SUPPORTING VESSELS,5.0,7.5,9803821,SINES
Container,Container Terminal XXI,22.8,23.1,Container Ship,CONTAINER SHIPS,1241.0,17.3,9770749,ANTWERP
Container,Container Terminal XXI,1.1,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.1,9525443,SINES
Sines LNG,REN Atlantico Terminal LNG,0.8,3.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.3,9319179,SINES ANCH
1B,Multi Purpose Terminal,0.4,0.6,Tug,SUPPORTING VESSELS,3.0,11.9,9803821,SINES
Sines LNG,REN Atlantico Terminal LNG,0.9,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.8,9319179,SINES ANCH
Sines LNG,REN Atlantico Terminal LNG,0.9,18.9,Tug,SUPPORTING VESSELS,3.0,5.7,9071246,SINES
Container,Container Terminal XXI,2.3,2.7,Tug,SUPPORTING VESSELS,2.0,6.4,9803821,SINES
Container,Container Terminal XXI,5.2,5.5,Container Ship,CONTAINER SHIPS,512.0,8.0,9237371,AGADIR
Container,Container Terminal XXI,5.9,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.5,9525443,SINES
Container,Container Terminal XXI,2.1,2.6,Tug,SUPPORTING VESSELS,2.0,6.3,9803821,SINES
Container,Container Terminal XXI,77.5,77.7,General Cargo,DRY BREAKBULK,2140.0,10.7,9448360,GDANSK
5,Oil and Products Terminal,0.7,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.8,9319179,SINES ANCH
5,Oil and Products Terminal,23.2,23.6,Oil Products Tanker,WET BULK,858.0,10.8,9379337,ABIDJAN
Container,Container Terminal XXI,1.6,5.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.1,9525443,SINES
Container,Container Terminal XXI,5.2,5.5,Tug,SUPPORTING VESSELS,5.0,7.6,9803821,SINES
Container,Container Terminal XXI,2.3,5.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.1,9525443,SINES
Container,Container Terminal XXI,10.5,10.8,Container Ship,CONTAINER SHIPS,1188.0,16.5,9279977,ANTWERP
3,Oil and Products Terminal,0.4,6.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9319179,SINES ANCH
3,Oil and Products Terminal,42.7,43.1,Oil Products Tanker,WET BULK,1616.0,10.8,9352298,ANTWERP
2,Oil and Products Terminal,2.0,3.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,9319179,SINES
2,Oil and Products Terminal,0.6,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,21.0,7.6,9525443,SINES ANCH
2,Oil and Products Terminal,0.8,6.4,Tug,SUPPORTING VESSELS,17.0,10.4,9803821,SAN FERNANDO
2,Oil and Products Terminal,40.9,41.5,Crude Oil Tanker,WET BULK,1165.0,9.0,9602643,SAVONA
3,Oil and Products Terminal,1.8,18.9,Tug,SUPPORTING VESSELS,3.0,5.7,9071246,SINES
1B,Multi Purpose Terminal,0.2,0.6,Tug,SUPPORTING VESSELS,3.0,6.1,9071246,LISBOA
