Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Imo,Voyage Origin Port
Container,Container Terminal XXI,29.7,30.1,Container Ship,CONTAINER SHIPS,2564.0,9.5,9281279,HAIFA
Container,Container Terminal XXI,17.0,17.4,Tug,SUPPORTING VESSELS,3.0,6.7,9803821,SINES
Container,Container Terminal XXI,1.4,1.5,Tug,SUPPORTING VESSELS,3.0,5.7,9803821,SINES
Container,Container Terminal XXI,19.5,19.7,Container Ship,CONTAINER SHIPS,10020.0,13.7,9404649,MUNDRA
Container,Container Terminal XXI,1.5,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,9525443,SINES
2,Oil and Products Terminal,0.3,55.3,Fire Fighting Vessel,SUPPORTING VESSELS,33.0,5.8,9319179,SINES ANCH
Container,Container Terminal XXI,1.0,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9525443,SINES
Container,Container Terminal XXI,24.1,24.4,Container Ship,CONTAINER SHIPS,785.0,9.0,9710426,VALENCIA
Container,Container Terminal XXI,1.1,1.3,Tug,SUPPORTING VESSELS,4.0,6.1,9803821,SINES
Container,Container Terminal XXI,18.4,18.7,Container Ship,CONTAINER SHIPS,1901.0,16.7,9279965,NEMRUT
Container,Container Terminal XXI,14.0,14.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.3,9525443,SINES
Container,Container Terminal XXI,14.1,14.3,Tug,SUPPORTING VESSELS,4.0,5.7,9803821,SINES
Container,Container Terminal XXI,7.3,7.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,9525443,SINES
Container,Container Terminal XXI,7.3,7.5,Tug,SUPPORTING VESSELS,2.0,5.7,9803821,SINES
Container,Container Terminal XXI,19.0,19.2,Container Ship,CONTAINER SHIPS,668.0,9.2,9301330,VALENCIA
Container,Container Terminal XXI,0.6,10.4,Tug,SUPPORTING VESSELS,222.0,10.7,9803821,SAN FERNANDO
5,Oil and Products Terminal,0.4,32.2,Tug,SUPPORTING VESSELS,2.0,6.6,9071246,SINES
5,Oil and Products Terminal,40.1,40.4,Oil/Chemical Tanker,WET BULK,332.0,7.8,9373137,LEIXOES
4,Oil and Products Terminal,22.9,23.2,Oil/Chemical Tanker,WET BULK,110.0,6.7,9898204,BARREIRO
3,Oil and Products Terminal,44.6,45.1,Oil/Chemical Tanker,WET BULK,1482.0,9.5,9721906,AUGUSTA
3,Oil and Products Terminal,1.9,2.4,Tug,SUPPORTING VESSELS,2.0,6.0,9071246,SINES
Container,Container Terminal XXI,82.5,83.1,Tug,SUPPORTING VESSELS,3.0,5.2,9008653,SINES
Container,Container Terminal XXI,11.4,11.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9525443,SINES
Container,Container Terminal XXI,10.5,10.8,Container Ship,CONTAINER SHIPS,410.0,8.6,9315214,ALGECIRAS
Container,Container Terminal XXI,1.6,15.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.0,9525443,SINES
2,Multi Purpose Terminal,0.4,55.3,Fire Fighting Vessel,SUPPORTING VESSELS,33.0,5.8,9319179,SINES ANCH
3,Multi Purpose Terminal,221.3,888.6,Bulk Carrier,DRY BULK,662.0,6.8,9609902,ARZEW
3,Multi Purpose Terminal,0.6,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,9525443,SINES ANCH
2,Oil and Products Terminal,0.7,99.5,Tug,SUPPORTING VESSELS,5.0,5.6,9071246,LISBOA
3,Oil and Products Terminal,0.9,99.5,Tug,SUPPORTING VESSELS,5.0,5.6,9071246,LISBOA
1A,Multi Purpose Terminal,166.4,167.0,General Cargo,DRY BREAKBULK,194.0,7.6,9518983,HUELVA
Container,Container Terminal XXI,58.5,58.8,Tug,SUPPORTING VESSELS,3.0,4.6,9008653,SINES
Container,Container Terminal XXI,57.4,57.7,Container Ship,CONTAINER SHIPS,289.0,15.7,9449821,CASABLANCA
Container,Container Terminal XXI,40.7,40.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.5,9525443,SINES
6,Oil and Products Terminal,19.2,19.7,Oil/Chemical Tanker,WET BULK,133.0,8.6,9555084,LEIXOES
Container,Container Terminal XXI,5.8,6.1,Tug,SUPPORTING VESSELS,2.0,5.1,9008653,SINES
Container,Container Terminal XXI,5.8,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9525443,SINES
Container,Container Terminal XXI,60.4,60.6,Container Ship,CONTAINER SHIPS,1270.0,10.9,9038907,NAPOLI
4,Oil and Products Terminal,0.3,37.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.4,9319179,SINES ANCH
4,Oil and Products Terminal,26.0,26.4,Oil/Chemical Tanker,WET BULK,774.0,13.0,9688374,DONGES
Container,Container Terminal XXI,8.0,8.2,Container Ship,CONTAINER SHIPS,681.0,15.9,9354416,LAS PALMAS
2,Multi Purpose Terminal,19.8,20.2,Livestock Carrier,OTHER MARKETS,2361.0,8.5,8616623,HAIFA
1B,Multi Purpose Terminal,121.2,121.8,Livestock Carrier,OTHER MARKETS,513.0,11.3,9621209,CARTAGENA
7,Oil and Products Terminal,31.1,31.4,LPG Tanker,LPG CARRIERS,218.0,12.0,9480382,HUELVA
5,Oil and Products Terminal,29.7,30.0,Oil/Chemical Tanker,WET BULK,225.0,10.3,9308558,LEIXOES
Container,Container Terminal XXI,12.9,13.0,Tug,SUPPORTING VESSELS,3.0,5.6,9008653,SINES
Container,Container Terminal XXI,13.0,13.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9525443,SINES
Container,Container Terminal XXI,115.0,115.1,Container Ship,CONTAINER SHIPS,10864.0,18.1,9934747,TANJUNG PELEPAS
6,Oil and Products Terminal,7.5,31.9,Oil Products Tanker,WET BULK,3.0,6.9,9428671,SINES
Container,Container Terminal XXI,11.1,11.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9525443,SINES
Container,Container Terminal XXI,25.0,25.4,Container Ship,CONTAINER SHIPS,1041.0,16.8,9702091,LE HAVRE
Container,Container Terminal XXI,11.2,11.4,Tug,SUPPORTING VESSELS,3.0,6.1,9008653,SINES
3,Oil and Products Terminal,43.2,43.7,Oil Products Tanker,WET BULK,3554.0,12.6,9379337,ABIDJAN
3,Oil and Products Terminal,0.5,24.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.2,9319179,SINES ANCH
1,Oil and Products Terminal,0.6,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9319179,SINES
Container,Container Terminal XXI,1.4,1.8,Tug,SUPPORTING VESSELS,1.0,5.0,9008653,SINES
Container,Container Terminal XXI,1.5,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.7,9525443,SINES
Container,Container Terminal XXI,13.4,13.7,Container Ship,CONTAINER SHIPS,1380.0,16.3,9282261,ANTWERP
1A,Multi Purpose Terminal,0.6,99.5,Tug,SUPPORTING VESSELS,5.0,5.6,9071246,LISBOA
Sines LNG,REN Atlantico Terminal LNG,0.8,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9319179,SINES
2,Oil and Products Terminal,1.1,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9319179,SINES
2,Oil and Products Terminal,1.0,99.5,Tug,SUPPORTING VESSELS,5.0,5.6,9071246,LISBOA
2,Oil and Products Terminal,44.7,45.2,Crude Oil Tanker,WET BULK,548.0,12.2,9399478,ARZEW
7,Oil and Products Terminal,23.7,24.1,LPG Tanker,LPG CARRIERS,252.0,12.8,9474539,LEIXOES
5,Oil and Products Terminal,21.7,22.0,Oil/Chemical Tanker,WET BULK,810.0,11.6,9898204,BORDEAUX
Container,Container Terminal XXI,6.0,14.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.8,9525443,SINES
1B,Multi Purpose Terminal,11.2,23.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9319179,SINES
Container,Container Terminal XXI,31.6,31.9,Container Ship,CONTAINER SHIPS,318.0,12.5,9149897,VIGO
Container,Container Terminal XXI,14.2,14.6,Tug,SUPPORTING VESSELS,2.0,6.1,9008653,SINES
Container,Container Terminal XXI,0.7,11.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.4,9525443,SINES
1A,Multi Purpose Terminal,23.5,31.9,Oil Products Tanker,WET BULK,3.0,6.9,9428671,SINES
1B,Multi Purpose Terminal,6.4,19.5,Tug,SUPPORTING VESSELS,3.0,5.0,9071246,LISBOA
2,Multi Purpose Terminal,0.1,23.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9319179,SINES
4,Oil and Products Terminal,0.3,19.5,Tug,SUPPORTING VESSELS,3.0,5.0,9071246,LISBOA
4,Oil and Products Terminal,48.8,49.2,LPG Tanker,LPG CARRIERS,3378.0,13.5,9699517,MARCUS HOOK
Container,Container Terminal XXI,6.4,6.6,Oil Products Tanker,WET BULK,4.0,6.9,9428671,SINES
Sines LNG,REN Atlantico Terminal LNG,2.1,3.0,Tug,SUPPORTING VESSELS,4.0,5.6,9071246,LISBOA
Sines LNG,REN Atlantico Terminal LNG,5.0,23.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,26.1,26.9,LNG Tanker,LNG CARRIERS,5069.0,15.3,9326603,SABINE PASS
Container,Container Terminal XXI,11.3,11.7,Tug,SUPPORTING VESSELS,2.0,5.2,9008653,SINES
Container,Container Terminal XXI,20.7,21.0,Container Ship,CONTAINER SHIPS,5267.0,17.9,9210098,ALTAMIRA
1A,Multi Purpose Terminal,4.3,19.0,Oil Products Tanker,WET BULK,76.0,6.0,9428671,LISBOA
5,Oil and Products Terminal,24.5,24.8,Oil/Chemical Tanker,WET BULK,301.0,10.4,9373230,LEIXOES
1A,Multi Purpose Terminal,0.5,32.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.1,9319179,SINES
1A,Multi Purpose Terminal,8.7,45.5,Oil/Chemical Tanker,WET BULK,1479.0,11.6,9727546,GELA
Container,Container Terminal XXI,5.7,6.2,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.0,9525443,SINES
Container,Container Terminal XXI,5.9,6.2,Tug,SUPPORTING VESSELS,3.0,5.7,9008653,SINES
Container,Container Terminal XXI,5.8,6.1,Container Ship,CONTAINER SHIPS,1906.0,16.3,9297876,NEMRUT
4,Oil and Products Terminal,0.2,32.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.1,9319179,SINES
3,Oil and Products Terminal,40.1,40.5,Oil/Chemical Tanker,WET BULK,230.0,11.5,9581007,AVEIRO
Container,Container Terminal XXI,6.1,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,7.5,9525443,SINES
Container,Container Terminal XXI,6.7,6.9,Tug,SUPPORTING VESSELS,2.0,5.7,9008653,SINES
Container,Container Terminal XXI,40.3,40.5,Container Ship,CONTAINER SHIPS,1301.0,17.7,9110377,GIOIA TAURO
6,Oil and Products Terminal,13.8,19.0,Oil Products Tanker,WET BULK,76.0,6.0,9428671,LISBOA
Container,Container Terminal XXI,5.1,5.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.7,9525443,SINES
Container,Container Terminal XXI,5.2,5.5,Tug,SUPPORTING VESSELS,2.0,5.3,9008653,SINES
Container,Container Terminal XXI,8.4,8.7,Container Ship,CONTAINER SHIPS,1523.0,15.4,9785445,HAMBURG
Container,Container Terminal XXI,4.0,4.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.1,9525443,SINES
Container,Container Terminal XXI,36.7,37.1,Container Ship,CONTAINER SHIPS,677.0,17.2,9704960,VALENCIA
Container,Container Terminal XXI,4.2,4.8,Tug,SUPPORTING VESSELS,2.0,5.4,9008653,SINES
5,Oil and Products Terminal,0.3,32.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.1,9319179,SINES
5,Oil and Products Terminal,25.4,25.7,Oil/Chemical Tanker,WET BULK,240.0,10.8,9373137,LEIXOES
2,Oil and Products Terminal,0.8,9.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,9319179,SINES ANCH
Container,Container Terminal XXI,9.8,10.1,Tug,SUPPORTING VESSELS,3.0,4.7,9008653,SINES
Container,Container Terminal XXI,9.7,10.1,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,5.5,9525443,SINES
Container,Container Terminal XXI,21.3,21.5,Container Ship,CONTAINER SHIPS,675.0,14.0,9946867,VALENCIA
7,Oil and Products Terminal,44.2,44.7,LPG Tanker,LPG CARRIERS,1615.0,11.9,9578012,KAARSTO
4,Oil and Products Terminal,35.8,45.5,Oil/Chemical Tanker,WET BULK,1479.0,11.6,9727546,GELA
4,Oil and Products Terminal,0.5,9.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,9319179,SINES ANCH
3,Oil and Products Terminal,12.4,12.8,Oil/Chemical Tanker,WET BULK,6.0,5.7,9308558,LEIXOES
Container,Container Terminal XXI,10.3,10.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,8.0,9525443,SINES
Container,Container Terminal XXI,21.8,22.1,Container Ship,CONTAINER SHIPS,9776.0,14.9,9785483,MUNDRA
Container,Container Terminal XXI,10.6,10.8,Tug,SUPPORTING VESSELS,1.0,4.3,9008653,SINES
1B,Multi Purpose Terminal,5.9,35.0,LPG Tanker,LPG CARRIERS,5.0,5.0,9711535,HOUSTON
Container,Container Terminal XXI,0.5,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.1,9503512,SINES
Container,Container Terminal XXI,0.8,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.3,9319179,SINES
Container,Container Terminal XXI,1.9,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.5,9525443,SINES
Container,Container Terminal XXI,13.1,13.2,Container Ship,CONTAINER SHIPS,300.0,7.0,9226920,ALGECIRAS
Container,Container Terminal XXI,2.1,2.3,Tug,SUPPORTING VESSELS,1.0,4.3,9008653,SINES
2,Oil and Products Terminal,0.9,55.2,Tug,SUPPORTING VESSELS,63.0,8.9,9071246,LISBOA
7,Oil and Products Terminal,17.2,17.6,LPG Tanker,LPG CARRIERS,248.0,11.3,9355290,LEIXOES
5,Oil and Products Terminal,0.5,9.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.8,9503512,SINES
5,Oil and Products Terminal,25.3,25.6,Oil/Chemical Tanker,WET BULK,1722.0,10.3,9470985,LAS PALMAS
6,Oil and Products Terminal,21.4,21.9,Oil/Chemical Tanker,WET BULK,4.0,5.3,9555084,LEIXOES
3,Oil and Products Terminal,0.3,21.5,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.0,9319179,SINES
3,Oil and Products Terminal,26.3,26.7,Oil/Chemical Tanker,WET BULK,666.0,10.4,9314870,LAS PALMAS
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,5.7,9319179,SINES ANCH
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,5.8,9503512,SINES ANCH
Container,Container Terminal XXI,27.0,27.2,Container Ship,CONTAINER SHIPS,1169.0,13.7,9687576,ANTWERP
10,Petrochemical Terminal,28.4,35.0,LPG Tanker,LPG CARRIERS,5.0,5.0,9711535,HOUSTON
Container,Container Terminal XXI,5.4,5.7,Container Ship,CONTAINER SHIPS,66.0,14.3,9315018,LISBOA
5,Oil and Products Terminal,0.5,6.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,9319179,SINES ANCH
5,Oil and Products Terminal,23.0,23.3,LPG Tanker,LPG CARRIERS,3198.0,12.6,9277943,MARCUS HOOK
1B,Multi Purpose Terminal,0.7,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.1,9503512,SINES
3,Oil and Products Terminal,12.3,12.7,Oil/Chemical Tanker,WET BULK,304.0,7.8,9308558,LEIXOES
2,Oil and Products Terminal,0.9,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.1,9503512,SINES
2,Oil and Products Terminal,36.8,37.2,Crude Oil Tanker,WET BULK,2336.0,11.9,9905320,CEYHAN
2,Oil and Products Terminal,1.4,2.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.7,9319179,SINES ANCH
Container,Container Terminal XXI,49.6,49.8,Tug,SUPPORTING VESSELS,3.0,5.4,9008653,SINES
Container,Container Terminal XXI,49.8,49.9,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.2,9525443,SINES
Container,Container Terminal XXI,49.8,49.9,Container Ship,CONTAINER SHIPS,10842.0,16.6,9929431,TANJUNG PELEPAS
7,Oil and Products Terminal,13.6,14.0,Oil Products Tanker,WET BULK,123.0,7.6,9428671,SINES
Container,Container Terminal XXI,16.5,16.7,Tug,SUPPORTING VESSELS,2.0,5.3,9008653,SINES
Container,Container Terminal XXI,41.4,41.6,Container Ship,CONTAINER SHIPS,1187.0,13.7,9785471,ROTTERDAM MAASVLAKTE
Container,Container Terminal XXI,16.5,16.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.6,9525443,SINES
Container,Container Terminal XXI,6.6,7.0,Oil/Chemical Tanker,WET BULK,4.0,5.2,9555084,LEIXOES
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,1.0,3.9,7626085,SINES
Container,Container Terminal XXI,1.2,1.5,Tug,SUPPORTING VESSELS,2.0,4.8,9008653,SINES
Container,Container Terminal XXI,12.4,12.8,Container Ship,CONTAINER SHIPS,366.0,9.6,9395616,CASABLANCA
Container,Container Terminal XXI,1.8,2.0,Tug,SUPPORTING VESSELS,4.0,8.1,7626085,SINES
Container,Container Terminal XXI,1.5,1.8,Tug,SUPPORTING VESSELS,2.0,5.2,9008653,SINES
Container,Container Terminal XXI,20.5,20.7,Container Ship,CONTAINER SHIPS,1108.0,11.7,9735218,LE HAVRE
Container,Container Terminal XXI,3.2,3.5,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.0,9525443,SINES
7,Oil and Products Terminal,0.4,4.9,Tug,SUPPORTING VESSELS,2.0,4.1,7626085,SINES
10,Petrochemical Terminal,0.5,4.9,Tug,SUPPORTING VESSELS,2.0,4.1,7626085,SINES
4,Oil and Products Terminal,0.8,39.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,9503512,SINES ANCH
4,Oil and Products Terminal,0.8,70.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES ANCH
4,Oil and Products Terminal,0.9,4.9,Tug,SUPPORTING VESSELS,2.0,4.1,7626085,SINES
4,Oil and Products Terminal,85.5,85.8,Oil/Chemical Tanker,WET BULK,484.0,5.4,9644225,MOHAMMEDIA
Container,Container Terminal XXI,15.7,16.0,Container Ship,CONTAINER SHIPS,1187.0,16.0,9295177,ANTWERP
Container,Container Terminal XXI,13.2,13.4,Tug,SUPPORTING VESSELS,2.0,4.7,9008653,SINES
Container,Container Terminal XXI,13.3,13.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.4,9525443,SINES
1B,Multi Purpose Terminal,54.8,55.3,Livestock Carrier,OTHER MARKETS,2433.0,7.8,8129254,ASHDOD
Container,Container Terminal XXI,3.8,4.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9525443,SINES
Container,Container Terminal XXI,3.9,4.2,Tug,SUPPORTING VESSELS,3.0,5.3,9008653,SINES
Container,Container Terminal XXI,17.9,18.1,Container Ship,CONTAINER SHIPS,1360.0,12.3,9147071,NAPOLI
10,Petrochemical Terminal,19.4,19.8,LPG Tanker,LPG CARRIERS,1374.0,11.7,9368778,TERNEUZEN
Container,Container Terminal XXI,2.4,2.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,9525443,SINES
Container,Container Terminal XXI,19.8,20.1,Container Ship,CONTAINER SHIPS,668.0,15.0,9313943,VALENCIA
Container,Container Terminal XXI,2.6,2.9,Tug,SUPPORTING VESSELS,1.0,5.5,9008653,SINES
3,Oil and Products Terminal,0.4,17.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9503512,SINES
3,Oil and Products Terminal,42.0,42.5,Oil/Chemical Tanker,WET BULK,503.0,6.5,9373137,AVEIRO
7,Oil and Products Terminal,26.8,27.3,LPG Tanker,LPG CARRIERS,1619.0,11.2,9474539,KAARSTO
5,Oil and Products Terminal,35.0,35.3,Oil/Chemical Tanker,WET BULK,482.0,7.1,9373230,LEIXOES
Container,Container Terminal XXI,8.6,9.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.5,9525443,SINES
Container,Container Terminal XXI,8.8,9.1,Tug,SUPPORTING VESSELS,3.0,6.3,9008653,SINES
Container,Container Terminal XXI,16.5,16.7,Container Ship,CONTAINER SHIPS,700.0,11.6,9619464,VALENCIA
Container,Container Terminal XXI,0.9,6.7,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,7.6,9525443,SINES
1A,Multi Purpose Terminal,151.1,151.6,General Cargo,DRY BREAKBULK,255.0,8.4,9360491,SEVILLA
4,Oil and Products Terminal,0.2,70.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES ANCH
4,Oil and Products Terminal,28.1,28.5,Oil/Chemical Tanker,WET BULK,342.0,7.1,9733674,AVEIRO
Container,Container Terminal XXI,6.1,6.4,Container Ship,CONTAINER SHIPS,483.0,12.4,9326940,AGADIR
Container,Container Terminal XXI,6.4,6.8,Tug,SUPPORTING VESSELS,3.0,8.0,9008653,SINES
9,Petrochemical Terminal,18.3,18.7,Oil Products Tanker,WET BULK,7.0,7.2,9428671,SETUBAL
Container,Container Terminal XXI,2.5,2.6,Tug,SUPPORTING VESSELS,3.0,6.8,9008653,SINES
Container,Container Terminal XXI,2.6,2.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,9525443,SINES
Container,Container Terminal XXI,22.3,22.4,Container Ship,CONTAINER SHIPS,793.0,10.0,9704996,VALENCIA
3,Multi Purpose Terminal,0.4,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,8.0,9525443,SINES
3,Multi Purpose Terminal,135.2,135.7,Heavy Load Carrier,DRY BREAKBULK,2110.0,14.1,9153642,GEMLIK
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,9525443,SINES
Container,Container Terminal XXI,5.4,5.7,Tug,SUPPORTING VESSELS,2.0,6.5,9008653,SINES
Container,Container Terminal XXI,15.1,15.3,Container Ship,CONTAINER SHIPS,1914.0,15.3,9279977,NEMRUT
Container,Container Terminal XXI,0.9,3.0,Tug,SUPPORTING VESSELS,7.0,9.9,9008653,SINES
7,Oil and Products Terminal,18.8,19.2,LPG Tanker,LPG CARRIERS,596.0,6.6,9261578,ARRECIFE
5,Oil and Products Terminal,25.6,26.0,Oil/Chemical Tanker,WET BULK,2457.0,8.9,9405746,BISSAU
3,Oil and Products Terminal,33.1,33.6,Oil/Chemical Tanker,WET BULK,2132.0,10.3,9431290,NEMRUT
3,Oil and Products Terminal,0.8,20.7,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,3.9,9319179,SINES
2,Oil and Products Terminal,0.8,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES ANCH
Sines LNG,REN Atlantico Terminal LNG,0.6,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9503512,SINES
Sines LNG,REN Atlantico Terminal LNG,0.6,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES ANCH
2,Oil and Products Terminal,0.5,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES ANCH
1B,Multi Purpose Terminal,5.0,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9503512,SINES
Container,Container Terminal XXI,17.0,17.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9525443,SINES
Container,Container Terminal XXI,26.3,26.6,"Inland, Container Vessel",CONTAINER SHIPS,348.0,14.2,9307839,VIGO
Container,Container Terminal XXI,13.4,13.6,Tug,SUPPORTING VESSELS,2.0,5.1,9008653,SINES
Container,Container Terminal XXI,8.3,8.5,Oil/Chemical Tanker,WET BULK,146.0,5.0,9555084,LEIXOES
Container,Container Terminal XXI,11.0,11.3,Oil Products Tanker,WET BULK,43.0,8.8,9428671,SETUBAL
Container,Container Terminal XXI,2.8,3.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.1,9525443,SINES
Container,Container Terminal XXI,3.0,3.3,Tug,SUPPORTING VESSELS,3.0,6.9,9008653,SINES
Container,Container Terminal XXI,26.8,26.9,Container Ship,CONTAINER SHIPS,2803.0,9.7,9235050,HALIFAX
6,Oil and Products Terminal,23.0,23.4,LPG Tanker,LPG CARRIERS,246.0,10.5,9355290,LEIXOES
Container,Container Terminal XXI,23.0,23.2,Container Ship,CONTAINER SHIPS,1306.0,11.0,9349813,SALERNO
Container,Container Terminal XXI,1.6,1.8,Tug,SUPPORTING VESSELS,3.0,6.1,9008653,SINES
Container,Container Terminal XXI,1.6,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9525443,SINES
Container,Container Terminal XXI,8.9,9.1,Container Ship,CONTAINER SHIPS,94.0,8.5,9326964,SETUBAL
1B,Multi Purpose Terminal,16.5,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES ANCH
7,Oil and Products Terminal,22.9,23.4,LPG Tanker,LPG CARRIERS,1327.0,10.9,9442184,ANTWERP
1B,Multi Purpose Terminal,50.3,50.7,General Cargo,DRY BREAKBULK,356.0,8.0,9357511,CASABLANCA
3,Oil and Products Terminal,0.6,29.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.2,9319179,SINES ANCH
3,Oil and Products Terminal,28.9,29.4,Chemical Tanker,WET BULK,238.0,5.0,9470997,SINES
3,Multi Purpose Terminal,8.0,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9503512,SINES
2,Oil and Products Terminal,1.3,66.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9503512,SINES
2,Oil and Products Terminal,26.4,26.8,Crude Oil Tanker,WET BULK,1484.0,9.2,9406659,SAVONA
2,Oil and Products Terminal,1.3,1.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,1.5,2.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9319179,SINES
Sines LNG,REN Atlantico Terminal LNG,1.5,2.6,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.3,9503512,SINES
Sines LNG,REN Atlantico Terminal LNG,32.7,33.9,LNG Tanker,LNG CARRIERS,5101.0,13.0,9477593,SABINE PASS
5,Oil and Products Terminal,45.8,46.2,Oil/Chemical Tanker,WET BULK,807.0,11.1,9681120,LAS PALMAS
5,Oil and Products Terminal,0.5,8.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.1,9503512,SINES
Container,Container Terminal XXI,28.9,29.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,9525443,SINES
Container,Container Terminal XXI,29.0,29.1,Tug,SUPPORTING VESSELS,3.0,5.9,9008653,SINES
Container,Container Terminal XXI,31.3,31.5,Container Ship,CONTAINER SHIPS,3092.0,15.2,9038907,MONTREAL
